"RowIDs","Age_Group","License_Holders","JURISDICTION","GENDER","YEAR","Total"
"Row285","16-19",3535,"NT","Male",2010,72988
"Row285","20-24",7034,"NT","Male",2010,72988
"Row285","25-29",8187,"NT","Male",2010,72988
"Row285","30-39",15715,"NT","Male",2010,72988
"Row285","40-49",15307,"NT","Male",2010,72988
"Row285","50-59",12974,"NT","Male",2010,72988
"Row285","60-69",7587,"NT","Male",2010,72988
"Row285","70-79",2179,"NT","Male",2010,72988
"Row285","80+",470,"NT","Male",2010,72988
"Row286","16-19",3539,"NT","Male",2011,72971
"Row286","20-24",6936,"NT","Male",2011,72971
"Row286","25-29",8291,"NT","Male",2011,72971
"Row286","30-39",15360,"NT","Male",2011,72971
"Row286","40-49",15090,"NT","Male",2011,72971
"Row286","50-59",13001,"NT","Male",2011,72971
"Row286","60-69",7908,"NT","Male",2011,72971
"Row286","70-79",2348,"NT","Male",2011,72971
"Row286","80+",498,"NT","Male",2011,72971
"Row287","16-19",3589,"NT","Male",2012,75613
"Row287","20-24",7302,"NT","Male",2012,75613
"Row287","25-29",8861,"NT","Male",2012,75613
"Row287","30-39",15834,"NT","Male",2012,75613
"Row287","40-49",15233,"NT","Male",2012,75613
"Row287","50-59",13344,"NT","Male",2012,75613
"Row287","60-69",8350,"NT","Male",2012,75613
"Row287","70-79",2555,"NT","Male",2012,75613
"Row287","80+",545,"NT","Male",2012,75613
"Row288","16-19",3522,"NT","Male",2013,80802
"Row288","20-24",7840,"NT","Male",2013,80802
"Row288","25-29",9702,"NT","Male",2013,80802
"Row288","30-39",17425,"NT","Male",2013,80802
"Row288","40-49",15896,"NT","Male",2013,80802
"Row288","50-59",14109,"NT","Male",2013,80802
"Row288","60-69",8913,"NT","Male",2013,80802
"Row288","70-79",2822,"NT","Male",2013,80802
"Row288","80+",573,"NT","Male",2013,80802
"Row289","16-19",3482,"NT","Male",2014,83408
"Row289","20-24",7892,"NT","Male",2014,83408
"Row289","25-29",10322,"NT","Male",2014,83408
"Row289","30-39",18168,"NT","Male",2014,83408
"Row289","40-49",16196,"NT","Male",2014,83408
"Row289","50-59",14442,"NT","Male",2014,83408
"Row289","60-69",9243,"NT","Male",2014,83408
"Row289","70-79",3054,"NT","Male",2014,83408
"Row289","80+",609,"NT","Male",2014,83408
"Row290","16-19",3448,"NT","Male",2015,84179
"Row290","20-24",7508,"NT","Male",2015,84179
"Row290","25-29",10476,"NT","Male",2015,84179
"Row290","30-39",18668,"NT","Male",2015,84179
"Row290","40-49",16306,"NT","Male",2015,84179
"Row290","50-59",14486,"NT","Male",2015,84179
"Row290","60-69",9482,"NT","Male",2015,84179
"Row290","70-79",3172,"NT","Male",2015,84179
"Row290","80+",633,"NT","Male",2015,84179
"Row291","16-19",3488,"NT","Male",2016,84708
"Row291","20-24",7493,"NT","Male",2016,84708
"Row291","25-29",10165,"NT","Male",2016,84708
"Row291","30-39",19147,"NT","Male",2016,84708
"Row291","40-49",16298,"NT","Male",2016,84708
"Row291","50-59",14489,"NT","Male",2016,84708
"Row291","60-69",9588,"NT","Male",2016,84708
"Row291","70-79",3389,"NT","Male",2016,84708
"Row291","80+",651,"NT","Male",2016,84708
"Row292","16-19",3611,"NT","Male",2017,85384
"Row292","20-24",7599,"NT","Male",2017,85384
"Row292","25-29",9889,"NT","Male",2017,85384
"Row292","30-39",19484,"NT","Male",2017,85384
"Row292","40-49",16225,"NT","Male",2017,85384
"Row292","50-59",14557,"NT","Male",2017,85384
"Row292","60-69",9653,"NT","Male",2017,85384
"Row292","70-79",3688,"NT","Male",2017,85384
"Row292","80+",678,"NT","Male",2017,85384
"Row293","16-19",3599,"NT","Male",2018,85380
"Row293","20-24",7424,"NT","Male",2018,85380
"Row293","25-29",9588,"NT","Male",2018,85380
"Row293","30-39",19634,"NT","Male",2018,85380
"Row293","40-49",16162,"NT","Male",2018,85380
"Row293","50-59",14417,"NT","Male",2018,85380
"Row293","60-69",9803,"NT","Male",2018,85380
"Row293","70-79",4000,"NT","Male",2018,85380
"Row293","80+",753,"NT","Male",2018,85380
"Row294","16-19",3599,"NT","Male",2019,85380
"Row294","20-24",7424,"NT","Male",2019,85380
"Row294","25-29",9588,"NT","Male",2019,85380
"Row294","30-39",19634,"NT","Male",2019,85380
"Row294","40-49",16162,"NT","Male",2019,85380
"Row294","50-59",14417,"NT","Male",2019,85380
"Row294","60-69",9803,"NT","Male",2019,85380
"Row294","70-79",4000,"NT","Male",2019,85380
"Row294","80+",753,"NT","Male",2019,85380
"Row295","16-19",3508,"NT","Male",2020,84663
"Row295","20-24",6976,"NT","Male",2020,84663
"Row295","25-29",9351,"NT","Male",2020,84663
"Row295","30-39",19440,"NT","Male",2020,84663
"Row295","40-49",15515,"NT","Male",2020,84663
"Row295","50-59",14241,"NT","Male",2020,84663
"Row295","60-69",9990,"NT","Male",2020,84663
"Row295","70-79",4630,"NT","Male",2020,84663
"Row295","80+",1012,"NT","Male",2020,84663
"Row296","16-19",3564,"NT","Male",2021,84875
"Row296","20-24",7002,"NT","Male",2021,84875
"Row296","25-29",9145,"NT","Male",2021,84875
"Row296","30-39",19511,"NT","Male",2021,84875
"Row296","40-49",15181,"NT","Male",2021,84875
"Row296","50-59",14272,"NT","Male",2021,84875
"Row296","60-69",10160,"NT","Male",2021,84875
"Row296","70-79",4907,"NT","Male",2021,84875
"Row296","80+",1133,"NT","Male",2021,84875
"Row297","16-19",3641,"NT","Male",2022,84873
"Row297","20-24",6850,"NT","Male",2022,84873
"Row297","25-29",9096,"NT","Male",2022,84873
"Row297","30-39",19455,"NT","Male",2022,84873
"Row297","40-49",14989,"NT","Male",2022,84873
"Row297","50-59",14156,"NT","Male",2022,84873
"Row297","60-69",10296,"NT","Male",2022,84873
"Row297","70-79",5111,"NT","Male",2022,84873
"Row297","80+",1279,"NT","Male",2022,84873
"Row298","16-19",4264,"NT","Male",2023,85978
"Row298","20-24",7319,"NT","Male",2023,85978
"Row298","25-29",9482,"NT","Male",2023,85978
"Row298","30-39",19372,"NT","Male",2023,85978
"Row298","40-49",15033,"NT","Male",2023,85978
"Row298","50-59",13934,"NT","Male",2023,85978
"Row298","60-69",10164,"NT","Male",2023,85978
"Row298","70-79",5117,"NT","Male",2023,85978
"Row298","80+",1293,"NT","Male",2023,85978
"Row299","16-19",4420,"NT","Male",2024,87085
"Row299","20-24",7656,"NT","Male",2024,87085
"Row299","25-29",9592,"NT","Male",2024,87085
"Row299","30-39",19347,"NT","Male",2024,87085
"Row299","40-49",15188,"NT","Male",2024,87085
"Row299","50-59",13783,"NT","Male",2024,87085
"Row299","60-69",10291,"NT","Male",2024,87085
"Row299","70-79",5362,"NT","Male",2024,87085
"Row299","80+",1446,"NT","Male",2024,87085
"Row300","16-19",6697,"NT","Persons",2010,132561
"Row300","20-24",12492,"NT","Persons",2010,132561
"Row300","25-29",15422,"NT","Persons",2010,132561
"Row300","30-39",29757,"NT","Persons",2010,132561
"Row300","40-49",28061,"NT","Persons",2010,132561
"Row300","50-59",23265,"NT","Persons",2010,132561
"Row300","60-69",12625,"NT","Persons",2010,132561
"Row300","70-79",3483,"NT","Persons",2010,132561
"Row300","80+",759,"NT","Persons",2010,132561
"Row301","16-19",6681,"NT","Persons",2011,133035
"Row301","20-24",12362,"NT","Persons",2011,133035
"Row301","25-29",15609,"NT","Persons",2011,133035
"Row301","30-39",29177,"NT","Persons",2011,133035
"Row301","40-49",27920,"NT","Persons",2011,133035
"Row301","50-59",23430,"NT","Persons",2011,133035
"Row301","60-69",13256,"NT","Persons",2011,133035
"Row301","70-79",3783,"NT","Persons",2011,133035
"Row301","80+",817,"NT","Persons",2011,133035
"Row302","16-19",6771,"NT","Persons",2012,138077
"Row302","20-24",13038,"NT","Persons",2012,138077
"Row302","25-29",16434,"NT","Persons",2012,138077
"Row302","30-39",30230,"NT","Persons",2012,138077
"Row302","40-49",28309,"NT","Persons",2012,138077
"Row302","50-59",24207,"NT","Persons",2012,138077
"Row302","60-69",14036,"NT","Persons",2012,138077
"Row302","70-79",4164,"NT","Persons",2012,138077
"Row302","80+",888,"NT","Persons",2012,138077
"Row303","16-19",6621,"NT","Persons",2013,146404
"Row303","20-24",14007,"NT","Persons",2013,146404
"Row303","25-29",17770,"NT","Persons",2013,146404
"Row303","30-39",32681,"NT","Persons",2013,146404
"Row303","40-49",29300,"NT","Persons",2013,146404
"Row303","50-59",25461,"NT","Persons",2013,146404
"Row303","60-69",15004,"NT","Persons",2013,146404
"Row303","70-79",4613,"NT","Persons",2013,146404
"Row303","80+",947,"NT","Persons",2013,146404
"Row304","16-19",6595,"NT","Persons",2014,150653
"Row304","20-24",14117,"NT","Persons",2014,150653
"Row304","25-29",18638,"NT","Persons",2014,150653
"Row304","30-39",33922,"NT","Persons",2014,150653
"Row304","40-49",29722,"NT","Persons",2014,150653
"Row304","50-59",25941,"NT","Persons",2014,150653
"Row304","60-69",15684,"NT","Persons",2014,150653
"Row304","70-79",5020,"NT","Persons",2014,150653
"Row304","80+",1014,"NT","Persons",2014,150653
"Row305","16-19",6438,"NT","Persons",2015,152268
"Row305","20-24",13730,"NT","Persons",2015,152268
"Row305","25-29",18917,"NT","Persons",2015,152268
"Row305","30-39",34892,"NT","Persons",2015,152268
"Row305","40-49",29765,"NT","Persons",2015,152268
"Row305","50-59",26092,"NT","Persons",2015,152268
"Row305","60-69",16099,"NT","Persons",2015,152268
"Row305","70-79",5259,"NT","Persons",2015,152268
"Row305","80+",1076,"NT","Persons",2015,152268
"Row306","16-19",6622,"NT","Persons",2016,154405
"Row306","20-24",13671,"NT","Persons",2016,154405
"Row306","25-29",18726,"NT","Persons",2016,154405
"Row306","30-39",36048,"NT","Persons",2016,154405
"Row306","40-49",30010,"NT","Persons",2016,154405
"Row306","50-59",26100,"NT","Persons",2016,154405
"Row306","60-69",16468,"NT","Persons",2016,154405
"Row306","70-79",5654,"NT","Persons",2016,154405
"Row306","80+",1106,"NT","Persons",2016,154405
"Row307","16-19",6880,"NT","Persons",2017,156344
"Row307","20-24",13755,"NT","Persons",2017,156344
"Row307","25-29",18638,"NT","Persons",2017,156344
"Row307","30-39",36884,"NT","Persons",2017,156344
"Row307","40-49",29943,"NT","Persons",2017,156344
"Row307","50-59",26176,"NT","Persons",2017,156344
"Row307","60-69",16733,"NT","Persons",2017,156344
"Row307","70-79",6152,"NT","Persons",2017,156344
"Row307","80+",1183,"NT","Persons",2017,156344
"Row308","16-19",7015,"NT","Persons",2018,157296
"Row308","20-24",13614,"NT","Persons",2018,157296
"Row308","25-29",18229,"NT","Persons",2018,157296
"Row308","30-39",37263,"NT","Persons",2018,157296
"Row308","40-49",29924,"NT","Persons",2018,157296
"Row308","50-59",26103,"NT","Persons",2018,157296
"Row308","60-69",17127,"NT","Persons",2018,157296
"Row308","70-79",6698,"NT","Persons",2018,157296
"Row308","80+",1323,"NT","Persons",2018,157296
"Row309","16-19",6880,"NT","Persons",2019,156344
"Row309","20-24",13755,"NT","Persons",2019,156344
"Row309","25-29",18638,"NT","Persons",2019,156344
"Row309","30-39",36884,"NT","Persons",2019,156344
"Row309","40-49",29943,"NT","Persons",2019,156344
"Row309","50-59",26176,"NT","Persons",2019,156344
"Row309","60-69",16733,"NT","Persons",2019,156344
"Row309","70-79",6152,"NT","Persons",2019,156344
"Row309","80+",1183,"NT","Persons",2019,156344
"Row310","16-19",6866,"NT","Persons",2020,157831
"Row310","20-24",12863,"NT","Persons",2020,157831
"Row310","25-29",18003,"NT","Persons",2020,157831
"Row310","30-39",37625,"NT","Persons",2020,157831
"Row310","40-49",29156,"NT","Persons",2020,157831
"Row310","50-59",25930,"NT","Persons",2020,157831
"Row310","60-69",17758,"NT","Persons",2020,157831
"Row310","70-79",7851,"NT","Persons",2020,157831
"Row310","80+",1779,"NT","Persons",2020,157831
"Row311","16-19",6900,"NT","Persons",2021,159208
"Row311","20-24",12920,"NT","Persons",2021,159208
"Row311","25-29",17827,"NT","Persons",2021,159208
"Row311","30-39",38057,"NT","Persons",2021,159208
"Row311","40-49",28870,"NT","Persons",2021,159208
"Row311","50-59",26125,"NT","Persons",2021,159208
"Row311","60-69",18122,"NT","Persons",2021,159208
"Row311","70-79",8396,"NT","Persons",2021,159208
"Row311","80+",1991,"NT","Persons",2021,159208
"Row312","16-19",6846,"NT","Persons",2022,159063
"Row312","20-24",12621,"NT","Persons",2022,159063
"Row312","25-29",17557,"NT","Persons",2022,159063
"Row312","30-39",37928,"NT","Persons",2022,159063
"Row312","40-49",28692,"NT","Persons",2022,159063
"Row312","50-59",25945,"NT","Persons",2022,159063
"Row312","60-69",18373,"NT","Persons",2022,159063
"Row312","70-79",8833,"NT","Persons",2022,159063
"Row312","80+",2268,"NT","Persons",2022,159063
"Row313","16-19",8078,"NT","Persons",2023,161361
"Row313","20-24",13394,"NT","Persons",2023,161361
"Row313","25-29",18340,"NT","Persons",2023,161361
"Row313","30-39",37906,"NT","Persons",2023,161361
"Row313","40-49",28692,"NT","Persons",2023,161361
"Row313","50-59",25643,"NT","Persons",2023,161361
"Row313","60-69",18092,"NT","Persons",2023,161361
"Row313","70-79",8911,"NT","Persons",2023,161361
"Row313","80+",2305,"NT","Persons",2023,161361
"Row314","16-19",8329,"NT","Persons",2024,163416
"Row314","20-24",13932,"NT","Persons",2024,163416
"Row314","25-29",18262,"NT","Persons",2024,163416
"Row314","30-39",38074,"NT","Persons",2024,163416
"Row314","40-49",29062,"NT","Persons",2024,163416
"Row314","50-59",25452,"NT","Persons",2024,163416
"Row314","60-69",18333,"NT","Persons",2024,163416
"Row314","70-79",9371,"NT","Persons",2024,163416
"Row314","80+",2601,"NT","Persons",2024,163416
"Row315","16-19",8543,"ACT","Female",2010,140724
"Row315","20-24",13928,"ACT","Female",2010,140724
"Row315","25-29",15520,"ACT","Female",2010,140724
"Row315","30-39",28977,"ACT","Female",2010,140724
"Row315","40-49",26512,"ACT","Female",2010,140724
"Row315","50-59",23188,"ACT","Female",2010,140724
"Row315","60-69",14971,"ACT","Female",2010,140724
"Row315","70-79",6305,"ACT","Female",2010,140724
"Row315","80+",2780,"ACT","Female",2010,140724
"Row316","16-19",8706,"ACT","Female",2011,144078
"Row316","20-24",14072,"ACT","Female",2011,144078
"Row316","25-29",15763,"ACT","Female",2011,144078
"Row316","30-39",29561,"ACT","Female",2011,144078
"Row316","40-49",26972,"ACT","Female",2011,144078
"Row316","50-59",23532,"ACT","Female",2011,144078
"Row316","60-69",15788,"ACT","Female",2011,144078
"Row316","70-79",6636,"ACT","Female",2011,144078
"Row316","80+",3048,"ACT","Female",2011,144078
"Row317","16-19",8581,"ACT","Female",2012,147947
"Row317","20-24",14401,"ACT","Female",2012,147947
"Row317","25-29",16193,"ACT","Female",2012,147947
"Row317","30-39",30372,"ACT","Female",2012,147947
"Row317","40-49",27560,"ACT","Female",2012,147947
"Row317","50-59",23826,"ACT","Female",2012,147947
"Row317","60-69",16582,"ACT","Female",2012,147947
"Row317","70-79",7125,"ACT","Female",2012,147947
"Row317","80+",3307,"ACT","Female",2012,147947
"Row318","16-19",8336,"ACT","Female",2013,150982
"Row318","20-24",14421,"ACT","Female",2013,150982
"Row318","25-29",16489,"ACT","Female",2013,150982
"Row318","30-39",31080,"ACT","Female",2013,150982
"Row318","40-49",28214,"ACT","Female",2013,150982
"Row318","50-59",24003,"ACT","Female",2013,150982
"Row318","60-69",17301,"ACT","Female",2013,150982
"Row318","70-79",7562,"ACT","Female",2013,150982
"Row318","80+",3576,"ACT","Female",2013,150982
"Row319","16-19",8199,"ACT","Female",2014,154703
"Row319","20-24",14419,"ACT","Female",2014,154703
"Row319","25-29",16448,"ACT","Female",2014,154703
"Row319","30-39",31843,"ACT","Female",2014,154703
"Row319","40-49",29544,"ACT","Female",2014,154703
"Row319","50-59",24387,"ACT","Female",2014,154703
"Row319","60-69",17878,"ACT","Female",2014,154703
"Row319","70-79",8082,"ACT","Female",2014,154703
"Row319","80+",3903,"ACT","Female",2014,154703
"Row320","16-19",8290,"ACT","Female",2015,153805
"Row320","20-24",14442,"ACT","Female",2015,153805
"Row320","25-29",16454,"ACT","Female",2015,153805
"Row320","30-39",31843,"ACT","Female",2015,153805
"Row320","40-49",28544,"ACT","Female",2015,153805
"Row320","50-59",24384,"ACT","Female",2015,153805
"Row320","60-69",17867,"ACT","Female",2015,153805
"Row320","70-79",8078,"ACT","Female",2015,153805
"Row320","80+",3903,"ACT","Female",2015,153805
"Row321","16-19",8575,"ACT","Female",2016,162416
"Row321","20-24",13576,"ACT","Female",2016,162416
"Row321","25-29",16365,"ACT","Female",2016,162416
"Row321","30-39",34868,"ACT","Female",2016,162416
"Row321","40-49",29879,"ACT","Female",2016,162416
"Row321","50-59",25313,"ACT","Female",2016,162416
"Row321","60-69",19455,"ACT","Female",2016,162416
"Row321","70-79",10517,"ACT","Female",2016,162416
"Row321","80+",3868,"ACT","Female",2016,162416
"Row322","16-19",8539,"ACT","Female",2017,160679
"Row322","20-24",14033,"ACT","Female",2017,160679
"Row322","25-29",16682,"ACT","Female",2017,160679
"Row322","30-39",34616,"ACT","Female",2017,160679
"Row322","40-49",29410,"ACT","Female",2017,160679
"Row322","50-59",24852,"ACT","Female",2017,160679
"Row322","60-69",18930,"ACT","Female",2017,160679
"Row322","70-79",10211,"ACT","Female",2017,160679
"Row322","80+",3406,"ACT","Female",2017,160679
"Row323","16-19",8310,"ACT","Female",2018,163805
"Row323","20-24",13982,"ACT","Female",2018,163805
"Row323","25-29",16995,"ACT","Female",2018,163805
"Row323","30-39",35836,"ACT","Female",2018,163805
"Row323","40-49",29972,"ACT","Female",2018,163805
"Row323","50-59",24991,"ACT","Female",2018,163805
"Row323","60-69",19191,"ACT","Female",2018,163805
"Row323","70-79",10937,"ACT","Female",2018,163805
"Row323","80+",3591,"ACT","Female",2018,163805
"Row324","16-19",8155,"ACT","Female",2019,163343
"Row324","20-24",13431,"ACT","Female",2019,163343
"Row324","25-29",16522,"ACT","Female",2019,163343
"Row324","30-39",35837,"ACT","Female",2019,163343
"Row324","40-49",29920,"ACT","Female",2019,163343
"Row324","50-59",24765,"ACT","Female",2019,163343
"Row324","60-69",19342,"ACT","Female",2019,163343
"Row324","70-79",11577,"ACT","Female",2019,163343
"Row324","80+",3794,"ACT","Female",2019,163343
"Row325","16-19",7247,"ACT","Female",2020,161479
"Row325","20-24",12751,"ACT","Female",2020,161479
"Row325","25-29",15851,"ACT","Female",2020,161479
"Row325","30-39",35454,"ACT","Female",2020,161479
"Row325","40-49",29926,"ACT","Female",2020,161479
"Row325","50-59",24704,"ACT","Female",2020,161479
"Row325","60-69",19225,"ACT","Female",2020,161479
"Row325","70-79",12278,"ACT","Female",2020,161479
"Row325","80+",4043,"ACT","Female",2020,161479
"Row326","16-19",5716,"ACT","Female",2021,161108
"Row326","20-24",12165,"ACT","Female",2021,161108
"Row326","25-29",15705,"ACT","Female",2021,161108
"Row326","30-39",35571,"ACT","Female",2021,161108
"Row326","40-49",30277,"ACT","Female",2021,161108
"Row326","50-59",25009,"ACT","Female",2021,161108
"Row326","60-69",19310,"ACT","Female",2021,161108
"Row326","70-79",13038,"ACT","Female",2021,161108
"Row326","80+",4317,"ACT","Female",2021,161108
"Row327","16-19",8504,"ACT","Female",2022,167079
"Row327","20-24",12423,"ACT","Female",2022,167079
"Row327","25-29",16475,"ACT","Female",2022,167079
"Row327","30-39",36167,"ACT","Female",2022,167079
"Row327","40-49",30686,"ACT","Female",2022,167079
"Row327","50-59",25139,"ACT","Female",2022,167079
"Row327","60-69",19318,"ACT","Female",2022,167079
"Row327","70-79",13573,"ACT","Female",2022,167079
"Row327","80+",4794,"ACT","Female",2022,167079
"Row328","16-19",8931,"ACT","Female",2023,169866
"Row328","20-24",12072,"ACT","Female",2023,169866
"Row328","25-29",16556,"ACT","Female",2023,169866
"Row328","30-39",36502,"ACT","Female",2023,169866
"Row328","40-49",31207,"ACT","Female",2023,169866
"Row328","50-59",25645,"ACT","Female",2023,169866
"Row328","60-69",19528,"ACT","Female",2023,169866
"Row328","70-79",14257,"ACT","Female",2023,169866
"Row328","80+",5168,"ACT","Female",2023,169866
"Row329","16-19",9199,"ACT","Female",2024,172450
"Row329","20-24",11814,"ACT","Female",2024,172450
"Row329","25-29",16273,"ACT","Female",2024,172450
"Row329","30-39",36804,"ACT","Female",2024,172450
"Row329","40-49",32081,"ACT","Female",2024,172450
"Row329","50-59",25865,"ACT","Female",2024,172450
"Row329","60-69",19934,"ACT","Female",2024,172450
"Row329","70-79",14800,"ACT","Female",2024,172450
"Row329","80+",5680,"ACT","Female",2024,172450
"Row330","16-19",9186,"ACT","Male",2010,146410
"Row330","20-24",14594,"ACT","Male",2010,146410
"Row330","25-29",15948,"ACT","Male",2010,146410
"Row330","30-39",29876,"ACT","Male",2010,146410
"Row330","40-49",26886,"ACT","Male",2010,146410
"Row330","50-59",23056,"ACT","Male",2010,146410
"Row330","60-69",16164,"ACT","Male",2010,146410
"Row330","70-79",7203,"ACT","Male",2010,146410
"Row330","80+",3497,"ACT","Male",2010,146410
"Row331","16-19",9022,"ACT","Male",2011,150096
"Row331","20-24",15067,"ACT","Male",2011,150096
"Row331","25-29",16457,"ACT","Male",2011,150096
"Row331","30-39",30452,"ACT","Male",2011,150096
"Row331","40-49",27571,"ACT","Male",2011,150096
"Row331","50-59",23405,"ACT","Male",2011,150096
"Row331","60-69",16831,"ACT","Male",2011,150096
"Row331","70-79",7442,"ACT","Male",2011,150096
"Row331","80+",3849,"ACT","Male",2011,150096
"Row332","16-19",8887,"ACT","Male",2012,153894
"Row332","20-24",15245,"ACT","Male",2012,153894
"Row332","25-29",16913,"ACT","Male",2012,153894
"Row332","30-39",31435,"ACT","Male",2012,153894
"Row332","40-49",28147,"ACT","Male",2012,153894
"Row332","50-59",23842,"ACT","Male",2012,153894
"Row332","60-69",17383,"ACT","Male",2012,153894
"Row332","70-79",7938,"ACT","Male",2012,153894
"Row332","80+",4104,"ACT","Male",2012,153894
"Row333","16-19",8555,"ACT","Male",2013,156852
"Row333","20-24",15397,"ACT","Male",2013,156852
"Row333","25-29",17050,"ACT","Male",2013,156852
"Row333","30-39",32390,"ACT","Male",2013,156852
"Row333","40-49",28711,"ACT","Male",2013,156852
"Row333","50-59",24059,"ACT","Male",2013,156852
"Row333","60-69",17996,"ACT","Male",2013,156852
"Row333","70-79",8294,"ACT","Male",2013,156852
"Row333","80+",4400,"ACT","Male",2013,156852
"Row334","16-19",8452,"ACT","Male",2014,159541
"Row334","20-24",15182,"ACT","Male",2014,159541
"Row334","25-29",17050,"ACT","Male",2014,159541
"Row334","30-39",33306,"ACT","Male",2014,159541
"Row334","40-49",29204,"ACT","Male",2014,159541
"Row334","50-59",24416,"ACT","Male",2014,159541
"Row334","60-69",18459,"ACT","Male",2014,159541
"Row334","70-79",8749,"ACT","Male",2014,159541
"Row334","80+",4723,"ACT","Male",2014,159541
"Row335","16-19",8515,"ACT","Male",2015,158462
"Row335","20-24",15049,"ACT","Male",2015,158462
"Row335","25-29",16864,"ACT","Male",2015,158462
"Row335","30-39",33045,"ACT","Male",2015,158462
"Row335","40-49",29036,"ACT","Male",2015,158462
"Row335","50-59",24302,"ACT","Male",2015,158462
"Row335","60-69",18360,"ACT","Male",2015,158462
"Row335","70-79",8623,"ACT","Male",2015,158462
"Row335","80+",4668,"ACT","Male",2015,158462
"Row336","16-19",8646,"ACT","Male",2016,165959
"Row336","20-24",14176,"ACT","Male",2016,165959
"Row336","25-29",16798,"ACT","Male",2016,165959
"Row336","30-39",35636,"ACT","Male",2016,165959
"Row336","40-49",30792,"ACT","Male",2016,165959
"Row336","50-59",25262,"ACT","Male",2016,165959
"Row336","60-69",19353,"ACT","Male",2016,165959
"Row336","70-79",10834,"ACT","Male",2016,165959
"Row336","80+",4462,"ACT","Male",2016,165959
"Row337","16-19",8422,"ACT","Male",2017,163737
"Row337","20-24",14520,"ACT","Male",2017,163737
"Row337","25-29",16987,"ACT","Male",2017,163737
"Row337","30-39",35443,"ACT","Male",2017,163737
"Row337","40-49",30299,"ACT","Male",2017,163737
"Row337","50-59",24750,"ACT","Male",2017,163737
"Row337","60-69",18829,"ACT","Male",2017,163737
"Row337","70-79",10474,"ACT","Male",2017,163737
"Row337","80+",4013,"ACT","Male",2017,163737
"Row338","16-19",8305,"ACT","Male",2018,166705
"Row338","20-24",14484,"ACT","Male",2018,166705
"Row338","25-29",17402,"ACT","Male",2018,166705
"Row338","30-39",36441,"ACT","Male",2018,166705
"Row338","40-49",30755,"ACT","Male",2018,166705
"Row338","50-59",25077,"ACT","Male",2018,166705
"Row338","60-69",18987,"ACT","Male",2018,166705
"Row338","70-79",11099,"ACT","Male",2018,166705
"Row338","80+",4155,"ACT","Male",2018,166705
"Row339","16-19",8306,"ACT","Male",2019,166189
"Row339","20-24",14036,"ACT","Male",2019,166189
"Row339","25-29",16973,"ACT","Male",2019,166189
"Row339","30-39",36283,"ACT","Male",2019,166189
"Row339","40-49",30900,"ACT","Male",2019,166189
"Row339","50-59",24928,"ACT","Male",2019,166189
"Row339","60-69",18797,"ACT","Male",2019,166189
"Row339","70-79",11695,"ACT","Male",2019,166189
"Row339","80+",4271,"ACT","Male",2019,166189
"Row340","16-19",7535,"ACT","Male",2020,164875
"Row340","20-24",13307,"ACT","Male",2020,164875
"Row340","25-29",16829,"ACT","Male",2020,164875
"Row340","30-39",36216,"ACT","Male",2020,164875
"Row340","40-49",30724,"ACT","Male",2020,164875
"Row340","50-59",24851,"ACT","Male",2020,164875
"Row340","60-69",18643,"ACT","Male",2020,164875
"Row340","70-79",12239,"ACT","Male",2020,164875
"Row340","80+",4531,"ACT","Male",2020,164875
"Row341","16-19",5907,"ACT","Male",2021,165131
"Row341","20-24",12758,"ACT","Male",2021,165131
"Row341","25-29",17055,"ACT","Male",2021,165131
"Row341","30-39",36723,"ACT","Male",2021,165131
"Row341","40-49",31083,"ACT","Male",2021,165131
"Row341","50-59",25259,"ACT","Male",2021,165131
"Row341","60-69",18835,"ACT","Male",2021,165131
"Row341","70-79",12773,"ACT","Male",2021,165131
"Row341","80+",4738,"ACT","Male",2021,165131
"Row342","16-19",8805,"ACT","Male",2022,167504
"Row342","20-24",12949,"ACT","Male",2022,167504
"Row342","25-29",17309,"ACT","Male",2022,167504
"Row342","30-39",36683,"ACT","Male",2022,167504
"Row342","40-49",31195,"ACT","Male",2022,167504
"Row342","50-59",25080,"ACT","Male",2022,167504
"Row342","60-69",18027,"ACT","Male",2022,167504
"Row342","70-79",12360,"ACT","Male",2022,167504
"Row342","80+",5096,"ACT","Male",2022,167504
"Row343","16-19",9404,"ACT","Male",2023,171173
"Row343","20-24",13024,"ACT","Male",2023,171173
"Row343","25-29",17227,"ACT","Male",2023,171173
"Row343","30-39",37092,"ACT","Male",2023,171173
"Row343","40-49",32021,"ACT","Male",2023,171173
"Row343","50-59",25637,"ACT","Male",2023,171173
"Row343","60-69",18318,"ACT","Male",2023,171173
"Row343","70-79",13104,"ACT","Male",2023,171173
"Row343","80+",5346,"ACT","Male",2023,171173
"Row344","16-19",9793,"ACT","Male",2024,175006
"Row344","20-24",12890,"ACT","Male",2024,175006
"Row344","25-29",16737,"ACT","Male",2024,175006
"Row344","30-39",37503,"ACT","Male",2024,175006
"Row344","40-49",32928,"ACT","Male",2024,175006
"Row344","50-59",26216,"ACT","Male",2024,175006
"Row344","60-69",19202,"ACT","Male",2024,175006
"Row344","70-79",13981,"ACT","Male",2024,175006
"Row344","80+",5756,"ACT","Male",2024,175006
"Row345","16-19",17729,"ACT","Persons",2010,287134
"Row345","20-24",28522,"ACT","Persons",2010,287134
"Row345","25-29",31468,"ACT","Persons",2010,287134
"Row345","30-39",58853,"ACT","Persons",2010,287134
